City,County,Credit Score,State
Cameron,Milam County,652.0,Texas
Rotan,Fisher County,652.0,Texas
Grand Saline,Van Zandt County,652.0,Texas
Odem,San Patricio County,652.0,Texas
Copperas Cove,Coryell County,652.0,Texas
Call,Newton County,652.0,Texas
Lufkin,Angelina County,652.0,Texas
Omaha,Morris County,652.0,Texas
Seadrift,Calhoun County,652.0,Texas
Sulphur Springs,Hopkins County,652.0,Texas
Gary,Panola County,652.0,Texas
Tennessee Colony,Anderson County,652.0,Texas
Plantersville,Grimes County,652.0,Texas
Wichita Falls,Wichita County,651.0,Texas
Lytle,Atascosa County,651.0,Texas
Bloomburg,Cass County,651.0,Texas
Hondo,Medina County,651.0,Texas
Quanah,Hardeman County,651.0,Texas
Rosharon,Brazoria County,651.0,Texas
Taylor,Williamson County,651.0,Texas
Charlotte,Atascosa County,651.0,Texas
Waco,McLennan County,651.0,Texas
Liberty,Liberty County,651.0,Texas
Eden,Concho County,651.0,Texas
Henderson,Rusk County,651.0,Texas
Pittsburg,Camp County,651.0,Texas
Elgin,Bastrop County,650.0,Texas
Pineland,Sabine County,650.0,Texas
Hooks,Bowie County,650.0,Texas
Spurger,Tyler County,650.0,Texas
Madisonville,Madison County,650.0,Texas
Cleveland,Liberty County,650.0,Texas
Itasca,Hill County,650.0,Texas
Mcallen,Hidalgo County,650.0,Texas
Crane,Crane County,650.0,Texas
Corsicana,Navarro County,650.0,Texas
El Paso,El Paso County,650.0,Texas
Hillsboro,Hill County,650.0,Texas
Blum,Hill County,650.0,Texas
Hart,Castro County,650.0,Texas
Tulia,Swisher County,649.0,Texas
Mabank,Kaufman County,649.0,Texas
Anson,Jones County,649.0,Texas
Timpson,Shelby County,649.0,Texas
Hitchcock,Galveston County,649.0,Texas
Palmer,Ellis County,649.0,Texas
Olney,Young County,649.0,Texas
Bedias,Grimes County,649.0,Texas
Beasley,Fort Bend County,649.0,Texas
Dayton,Liberty County,649.0,Texas
Rio Vista,Johnson County,648.0,Texas
Roma,Starr County,648.0,Texas
Teague,Freestone County,648.0,Texas
Victoria,Victoria County,648.0,Texas
Carthage,Panola County,648.0,Texas
Natalia,Medina County,648.0,Texas
Kerens,Navarro County,648.0,Texas
San Antonio,Bexar County,648.0,Texas
Mount Pleasant,Titus County,648.0,Texas
Waskom,Harrison County,648.0,Texas
Rusk,Cherokee County,648.0,Texas
Winters,Runnels County,647.0,Texas
Hubbard,Hill County,647.0,Texas
Navasota,Grimes County,647.0,Texas
Markham,Matagorda County,647.0,Texas
Rio Hondo,Cameron County,647.0,Texas
Sonora,Sutton County,647.0,Texas
Lubbock,Lubbock County,647.0,Texas
Springtown,Parker County,647.0,Texas
Bishop,Nueces County,647.0,Texas
Pasadena,Harris County,647.0,Texas
Midway,Madison County,647.0,Texas
Italy,Ellis County,647.0,Texas
Goodrich,Polk County,647.0,Texas
Ferris,Ellis County,646.0,Texas
Elkhart,Anderson County,646.0,Texas
Tenaha,Shelby County,646.0,Texas
Van Horn,Culberson County,646.0,Texas
Odonnell,Dawson County,646.0,Texas
Bay City,Matagorda County,646.0,Texas
Devine,Medina County,646.0,Texas
Smiley,Gonzales County,646.0,Texas
Converse,Bexar County,646.0,Texas
Brady,McCulloch County,646.0,Texas
Alto,Cherokee County,646.0,Texas
Big Lake,Reagan County,646.0,Texas
Texarkana,Bowie County,646.0,Texas
Vernon,Wilbarger County,646.0,Texas
Fort Hancock,Hudspeth County,646.0,Texas
Brownwood,Brown County,646.0,Texas
Muleshoe,Bailey County,646.0,Texas
Ingleside,San Patricio County,645.0,Texas
Hamlin,Jones County,645.0,Texas
Newton,Newton County,645.0,Texas
Kyle,Hays County,645.0,Texas
Pleasanton,Atascosa County,645.0,Texas
Daingerfield,Morris County,645.0,Texas
Floydada,Floyd County,645.0,Texas
Arlington,Tarrant County,645.0,Texas
Del Rio,Val Verde County,645.0,Texas
Snyder,Scurry County,645.0,Texas
Joaquin,Shelby County,644.0,Texas
Mart,McLennan County,644.0,Texas
Beckville,Panola County,644.0,Texas
Jefferson,Marion County,644.0,Texas
Memphis,Hall County,644.0,Texas
Harleton,Harrison County,644.0,Texas
Edgewood,Van Zandt County,644.0,Texas
Mc Camey,Upton County,644.0,Texas
Cleburne,Johnson County,644.0,Texas
Manor,Travis County,644.0,Texas
Kilgore,Gregg County,644.0,Texas
Corrigan,Polk County,643.0,Texas
Douglassville,Cass County,643.0,Texas
Dimmitt,Castro County,643.0,Texas
Sherman,Grayson County,643.0,Texas
Bovina,Parmer County,643.0,Texas
Uvalde,Uvalde County,643.0,Texas
New Caney,Montgomery County,643.0,Texas
San Marcos,Hays County,642.0,Texas
Morton,Cochran County,642.0,Texas
Borger,Hutchinson County,642.0,Texas
Breckenridge,Stephens County,642.0,Texas
Houston,Harris County,642.0,Texas
Sterling City,Sterling County,642.0,Texas
Rosenberg,Fort Bend County,642.0,Texas
Levelland,Hockley County,641.0,Texas
Monahans,Ward County,641.0,Texas
Ennis,Ellis County,641.0,Texas
Wortham,Freestone County,641.0,Texas
Splendora,Montgomery County,641.0,Texas
Slaton,Lubbock County,641.0,Texas
San Augustine,San Augustine County,640.0,Texas
Pampa,Gray County,640.0,Texas
Anton,Hockley County,640.0,Texas
Nacogdoches,Nacogdoches County,640.0,Texas
Gonzales,Gonzales County,640.0,Texas
Wharton,Wharton County,640.0,Texas
Center,Shelby County,640.0,Texas
Ladonia,Fannin County,640.0,Texas
Baytown,Harris County,639.0,Texas
Venus,Johnson County,639.0,Texas
Jacksonville,Cherokee County,639.0,Texas
Corpus Christi,Nueces County,639.0,Texas
Palestine,Anderson County,639.0,Texas
Diboll,Angelina County,639.0,Texas
Gladewater,Gregg County,638.0,Texas
Harlingen,Cameron County,638.0,Texas
Crockett,Houston County,638.0,Texas
Cotulla,La Salle County,638.0,Texas
Aransas Pass,San Patricio County,638.0,Texas
Colorado City,Mitchell County,638.0,Texas
Kermit,Winkler County,638.0,Texas
Terrell,Kaufman County,638.0,Texas
Karnack,Harrison County,637.0,Texas
Nash,Bowie County,637.0,Texas
Grand Prairie,Dallas County,637.0,Texas
Weslaco,Hidalgo County,637.0,Texas
Desoto,Dallas County,637.0,Texas
Tatum,Rusk County,637.0,Texas
Andrews,Andrews County,637.0,Texas
Anthony,El Paso County,636.0,Texas
Ore City,Upshur County,636.0,Texas
Dallas,Denton County,636.0,Texas
Clint,El Paso County,636.0,Texas
Milford,Ellis County,636.0,Texas
Lockhart,Caldwell County,636.0,Texas
Longview,Gregg County,636.0,Texas
Clute,Brazoria County,635.0,Texas
Orange Grove,Jim Wells County,635.0,Texas
Big Spring,Howard County,635.0,Texas
Fort Worth,Tarrant County,634.0,Texas
Quinlan,Hunt County,634.0,Texas
Clarksville,Red River County,634.0,Texas
Encinal,La Salle County,634.0,Texas
Hale Center,Hale County,634.0,Texas
Kingsville,Kleberg County,634.0,Texas
Stamford,Jones County,634.0,Texas
Chilton,Falls County,634.0,Texas
Plainview,Hale County,634.0,Texas
Port Arthur,Jefferson County,634.0,Texas
Webster,Harris County,634.0,Texas
Galena Park,Harris County,633.0,Texas
Rio Grande City,Starr County,633.0,Texas
Balch Springs,Dallas County,632.0,Texas
Fort Bliss,El Paso County,632.0,Texas
Karnes City,Karnes County,632.0,Texas
Seagraves,Gaines County,632.0,Texas
Eagle Pass,Maverick County,632.0,Texas
Waelder,Gonzales County,631.0,Texas
Mexia,Limestone County,631.0,Texas
Mission,Hidalgo County,631.0,Texas
Paris,Lamar County,631.0,Texas
Luling,Caldwell County,631.0,Texas
Sweetwater,Nolan County,630.0,Texas
Sinton,San Patricio County,630.0,Texas
Lorenzo,Crosby County,630.0,Texas
Mesquite,Dallas County,630.0,Texas
Alvarado,Johnson County,630.0,Texas
La Marque,Galveston County,630.0,Texas
Hereford,Deaf Smith County,630.0,Texas
La Feria,Cameron County,630.0,Texas
Commerce,Hunt County,630.0,Texas
De Berry,Panola County,630.0,Texas
Dallas,Dallas County,630.0,Texas
Mineral Wells,Palo Pinto County,630.0,Texas
Skidmore,Bee County,630.0,Texas
Eagle Lake,Colorado County,629.0,Texas
Bacliff,Galveston County,629.0,Texas
Joshua,Johnson County,629.0,Texas
Premont,Jim Wells County,629.0,Texas
Zapata,Zapata County,629.0,Texas
Keene,Johnson County,629.0,Texas
Lyford,Willacy County,628.0,Texas
Canutillo,El Paso County,628.0,Texas
Gregory,San Patricio County,628.0,Texas
Fabens,El Paso County,627.0,Texas
Los Fresnos,Cameron County,627.0,Texas
Seagoville,Dallas County,627.0,Texas
Kenedy,Karnes County,627.0,Texas
Fort Hood,Coryell County,627.0,Texas
Runge,Karnes County,627.0,Texas
Dale,Caldwell County,626.0,Texas
Overton,Rusk County,626.0,Texas
Refugio,Refugio County,626.0,Texas
Ranger,Eastland County,626.0,Texas
Benavides,Duval County,626.0,Texas
La Pryor,Zavala County,626.0,Texas
Killeen,Bell County,625.0,Texas
Pecos,Reeves County,625.0,Texas
Hearne,Robertson County,625.0,Texas
Coolidge,Limestone County,624.0,Texas
Lamesa,Dawson County,624.0,Texas
Amarillo,Potter County,624.0,Texas
Haltom City,Tarrant County,623.0,Texas
La Joya,Hidalgo County,623.0,Texas
Laredo,Webb County,623.0,Texas
Odessa,Ector County,623.0,Texas
Crosbyton,Crosby County,623.0,Texas
San Juan,Hidalgo County,622.0,Texas
Tye,Taylor County,622.0,Texas
Marshall,Harrison County,622.0,Texas
Robstown,Nueces County,622.0,Texas
Maxwell,Caldwell County,621.0,Texas
Sullivan City,Hidalgo County,621.0,Texas
Littlefield,Lamb County,621.0,Texas
Freer,Duval County,621.0,Texas
Texas City,Galveston County,621.0,Texas
Poteet,Atascosa County,620.0,Texas
Tornillo,El Paso County,620.0,Texas
Elsa,Hidalgo County,620.0,Texas
Somerset,Atascosa County,620.0,Texas
Fresno,Fort Bend County,619.0,Texas
Brownfield,Terry County,619.0,Texas
Channelview,Harris County,619.0,Texas
Freeport,Brazoria County,619.0,Texas
Fort Stockton,Pecos County,619.0,Texas
Brownsville,Cameron County,619.0,Texas
Alamo,Hidalgo County,619.0,Texas
Lone Star,Morris County,619.0,Texas
Ralls,Crosby County,618.0,Texas
Pharr,Hidalgo County,618.0,Texas
Von Ormy,Bexar County,618.0,Texas
Shepherd,San Jacinto County,618.0,Texas
Nixon,Gonzales County,618.0,Texas
South Houston,Harris County,617.0,Texas
Edinburg,Hidalgo County,617.0,Texas
Mathis,San Patricio County,617.0,Texas
Elmendorf,Bexar County,616.0,Texas
San Benito,Cameron County,616.0,Texas
Carrizo Springs,Dimmit County,612.0,Texas
Beeville,Bee County,612.0,Texas
Santa Rosa,Cameron County,610.0,Texas
Bon Wier,Newton County,610.0,Texas
Taft,San Patricio County,610.0,Texas
Del Valle,Travis County,607.0,Texas
Alice,Jim Wells County,606.0,Texas
Donna,Hidalgo County,606.0,Texas
Edcouch,Hidalgo County,605.0,Texas
Houston,Fort Bend County,603.0,Texas
Raymondville,Willacy County,603.0,Texas
Rice,Navarro County,603.0,Texas
Hebbronville,Jim Hogg County,603.0,Texas
Hutchins,Dallas County,603.0,Texas
Asherton,Dimmit County,603.0,Texas
Batesville,Zavala County,602.0,Texas
Bloomington,Victoria County,601.0,Texas
Mercedes,Hidalgo County,601.0,Texas
San Elizario,El Paso County,601.0,Texas
Marlin,Falls County,600.0,Texas
La Villa,Hidalgo County,596.0,Texas
Falfurrias,Brooks County,593.0,Texas
San Diego,Duval County,593.0,Texas
Crystal City,Zavala County,591.0,Texas
Penitas,Hidalgo County,590.0,Texas
Pearsall,Frio County,589.0,Texas
Lancaster,Dallas County,588.0,Texas
Dilley,Frio County,583.0,Texas
Wilmer,Dallas County,579.0,Texas
Cactus,Moore County,570.0,Texas
Ada,Kent County,766.0,Michigan
Huntington Woods,Oakland County,766.0,Michigan
Dexter,Washtenaw County,757.0,Michigan
Northville,Oakland County,757.0,Michigan
Franklin,Oakland County,756.0,Michigan
Bloomfield Hills,Oakland County,755.0,Michigan
Hudsonville,Ottawa County,754.0,Michigan
Saline,Washtenaw County,754.0,Michigan
Grosse Ile,Wayne County,753.0,Michigan
Birmingham,Oakland County,750.0,Michigan
Belmont,Kent County,750.0,Michigan
Plymouth,Wayne County,749.0,Michigan
Chelsea,Washtenaw County,749.0,Michigan
Frankenmuth,Saginaw County,748.0,Michigan
Okemos,Ingham County,746.0,Michigan
Troy,Oakland County,746.0,Michigan
Caledonia,Kent County,745.0,Michigan
Alto,Kent County,745.0,Michigan
Rochester,Oakland County,744.0,Michigan
Williamsburg,Grand Traverse County,743.0,Michigan
Oakland,Oakland County,743.0,Michigan
Washington,Macomb County,743.0,Michigan
Washington,Macomb,743.0,Michigan
Rockford,Kent County,742.0,Michigan
Jenison,Ottawa County,742.0,Michigan
Richland,Kalamazoo County,742.0,Michigan
Dewitt,Clinton County,741.0,Michigan
Zeeland,Ottawa County,740.0,Michigan
Commerce Township,Oakland County,740.0,Michigan
Ann Arbor,Washtenaw County,739.0,Michigan
Brighton,Livingston County,738.0,Michigan
South Lyon,Oakland County,738.0,Michigan
Saint Joseph,Berrien County,738.0,Michigan
Novi,Oakland County,737.0,Michigan
Lambertville,Monroe County,737.0,Michigan
West Bloomfield,Oakland County,737.0,Michigan
Macomb,Macomb County,736.0,Michigan
Grosse Pointe,Wayne County,736.0,Michigan
Hamilton,Allegan County,736.0,Michigan
Harbor Springs,Emmet County,735.0,Michigan
Freeland,Saginaw County,733.0,Michigan
West Olive,Ottawa County,733.0,Michigan
Milford,Oakland County,733.0,Michigan
Grandville,Kent County,732.0,Michigan
Williamston,Ingham County,732.0,Michigan
Livonia,Wayne County,732.0,Michigan
Canton,Wayne County,732.0,Michigan
Spring Lake,Ottawa County,731.0,Michigan
Manchester,Washtenaw County,730.0,Michigan
Schoolcraft,Kalamazoo County,730.0,Michigan
Royal Oak,Oakland County,729.0,Michigan
Pinckney,Livingston County,729.0,Michigan
Romeo,Macomb County,729.0,Michigan
Lake Orion,Oakland County,728.0,Michigan
Stevensville,Berrien County,728.0,Michigan
Dorr,Allegan County,728.0,Michigan
East China,St. Clair County,728.0,Michigan
Armada,Macomb County,728.0,Michigan
Goodrich,Genesee County,727.0,Michigan
Clarkston,Oakland County,727.0,Michigan
Mattawan,Van Buren County,726.0,Michigan
Hemlock,Saginaw County,726.0,Michigan
Traverse City,Grand Traverse County,726.0,Michigan
Utica,Macomb County,725.0,Michigan
Auburn,Bay County,725.0,Michigan
Berkley,Oakland County,724.0,Michigan
Ortonville,Oakland County,724.0,Michigan
Temperance,Monroe County,723.0,Michigan
Houghton,Houghton County,723.0,Michigan
Metamora,Lapeer County,723.0,Michigan
Oxford,Oakland County,723.0,Michigan
Midland,Midland County,722.0,Michigan
Stanwood,Mecosta County,722.0,Michigan
Marquette,Marquette County,721.0,Michigan
Davisburg,Oakland County,721.0,Michigan
Petersburg,Monroe County,721.0,Michigan
New Hudson,Oakland County,720.0,Michigan
Dimondale,Eaton County,720.0,Michigan
Grand Haven,Ottawa County,719.0,Michigan
Walled Lake,Oakland County,719.0,Michigan
Lowell,Kent County,719.0,Michigan
Hancock,Houghton County,719.0,Michigan
Bath,Clinton County,719.0,Michigan
North Street,St. Clair County,719.0,Michigan
Saint Clair,St. Clair County,718.0,Michigan
Charlevoix,Charlevoix County,717.0,Michigan
Middleville,Barry County,716.0,Michigan
New Boston,Wayne County,716.0,Michigan
Grass Lake,Jackson County,716.0,Michigan
Laingsburg,Shiawassee County,716.0,Michigan
Sterling Heights,Macomb County,715.0,Michigan
Haslett,Ingham County,715.0,Michigan
Clawson,Oakland County,715.0,Michigan
Gladstone,Delta County,715.0,Michigan
Hartland,Livingston County,715.0,Michigan
Fruitport,Muskegon County,715.0,Michigan
Dryden,Lapeer County,715.0,Michigan
Farmington,Oakland County,714.0,Michigan
Grand Ledge,Eaton County,714.0,Michigan
Portland,Ionia County,714.0,Michigan
Negaunee,Marquette County,714.0,Michigan
Howell,Livingston County,714.0,Michigan
Portage,Kalamazoo County,714.0,Michigan
Linden,Genesee County,713.0,Michigan
Highland,Oakland County,713.0,Michigan
White Lake,Oakland County,711.0,Michigan
Fenton,Livingston County,710.0,Michigan
Allendale,Ottawa County,710.0,Michigan
Saint Johns,Clinton County,710.0,Michigan
Iron Mountain,Dickinson County,709.0,Michigan
Almont,Lapeer County,709.0,Michigan
Vicksburg,Kalamazoo County,708.0,Michigan
Richmond,Macomb County,708.0,Michigan
Sanford,Midland County,708.0,Michigan
Chesaning,Saginaw County,708.0,Michigan
Petoskey,Emmet County,707.0,Michigan
Whitmore Lake,Washtenaw County,707.0,Michigan
Kingsford,Dickinson County,707.0,Michigan
Flushing,Genesee County,706.0,Michigan
Mason,Ingham County,704.0,Michigan
Carleton,Monroe County,704.0,Michigan
Tecumseh,Lenawee County,703.0,Michigan
Marysville,St. Clair County,703.0,Michigan
Whitehall,Muskegon County,703.0,Michigan
Coopersville,Ottawa County,703.0,Michigan
Brooklyn,Jackson County,702.0,Michigan
Bad Axe,Huron County,702.0,Michigan
Montague,Muskegon County,702.0,Michigan
Interlochen,Benzie County,702.0,Michigan
East Lansing,Ingham County,702.0,Michigan
Attica,Lapeer County,701.0,Michigan
New Baltimore,Macomb County,701.0,Michigan
Grand Blanc,Genesee County,700.0,Michigan
Boyne City,Charlevoix County,700.0,Michigan
Manistique,Schoolcraft County,700.0,Michigan
Holland,Allegan County,700.0,Michigan
Trenton,Wayne County,699.0,Michigan
Swartz Creek,Genesee County,699.0,Michigan
Plainwell,Allegan County,699.0,Michigan
Birch Run,Saginaw County,699.0,Michigan
Allen Park,Wayne County,698.0,Michigan
Marshall,Calhoun County,698.0,Michigan
Alpena,Alpena County,697.0,Michigan
Milan,Monroe County,697.0,Michigan
Ishpeming,Marquette County,697.0,Michigan
Dundee,Monroe County,697.0,Michigan
Iron River,Iron County,697.0,Michigan
Tawas City,Iosco County,697.0,Michigan
Ludington,Mason County,696.0,Michigan
Fort Gratiot,St. Clair County,696.0,Michigan
West Branch,Ogemaw County,696.0,Michigan
Saint Charles,Saginaw County,696.0,Michigan
Blissfield,Lenawee County,696.0,Michigan
Berrien Springs,Berrien County,695.0,Michigan
Holt,Ingham County,695.0,Michigan
Manistee,Manistee County,695.0,Michigan
Pinconning,Bay County,695.0,Michigan
Gaylord,Otsego County,694.0,Michigan
Sparta,Kent County,694.0,Michigan
Roscommon,Roscommon County,694.0,Michigan
Weidman,Isabella County,694.0,Michigan
Harrison Township,Macomb County,693.0,Michigan
Holly,Oakland County,693.0,Michigan
Cheboygan,Cheboygan County,693.0,Michigan
Rockwood,Wayne County,693.0,Michigan
Fremont,Newaygo County,693.0,Michigan
Columbiaville,Lapeer County,693.0,Michigan
Cass City,Tuscola County,693.0,Michigan
Eaton Rapids,Eaton County,692.0,Michigan
Menominee,Menominee County,692.0,Michigan
Essexville,Bay County,692.0,Michigan
Delton,Barry County,692.0,Michigan
Charlotte,Eaton County,691.0,Michigan
Gladwin,Gladwin County,691.0,Michigan
Lake Odessa,Ionia County,691.0,Michigan
Lapeer,Lapeer County,690.0,Michigan
Wayland,Allegan County,690.0,Michigan
Calumet,Houghton County,690.0,Michigan
Shepherd,Isabella County,690.0,Michigan
Sandusky,Sanilac County,690.0,Michigan
Saranac,Ionia County,690.0,Michigan
Saint Clair Shores,Macomb County,689.0,Michigan
Flat Rock,Wayne County,689.0,Michigan
Cedar Springs,Kent County,689.0,Michigan
Otsego,Allegan County,689.0,Michigan
Erie,Monroe County,689.0,Michigan
Sand Lake,Kent County,689.0,Michigan
Waterford,Oakland County,689.0,Michigan
Dearborn,Wayne County,688.0,Michigan
Comstock Park,Kent County,688.0,Michigan
Algonac,St. Clair County,688.0,Michigan
Galesburg,Kalamazoo County,688.0,Michigan
Corunna,Shiawassee County,688.0,Michigan
Ithaca,Gratiot County,688.0,Michigan
Bay City,Bay County,687.0,Michigan
Escanaba,Delta County,687.0,Michigan
Riverview,Wayne County,687.0,Michigan
Fraser,Macomb County,687.0,Michigan
Buchanan,Berrien County,687.0,Michigan
Clare,Clare County,687.0,Michigan
East Jordan,Charlevoix County,687.0,Michigan
Ravenna,Muskegon County,687.0,Michigan
Bellevue,Eaton County,687.0,Michigan
Munising,Alger County,687.0,Michigan
Cadillac,Wexford County,686.0,Michigan
Big Rapids,Mecosta County,686.0,Michigan
Hastings,Barry County,686.0,Michigan
Vassar,Tuscola County,686.0,Michigan
Millington,Tuscola County,686.0,Michigan
Ironwood,Gogebic County,686.0,Michigan
Clio,Genesee County,685.0,Michigan
Auburn Hills,Oakland County,685.0,Michigan
Paw Paw,Van Buren County,685.0,Michigan
Gobles,Van Buren County,685.0,Michigan
Hudson,Lenawee County,685.0,Michigan
Coleman,Midland County,685.0,Michigan
Niles,Berrien County,684.0,Michigan
Davison,Genesee County,684.0,Michigan
Edwardsburg,Cass County,684.0,Michigan
Imlay City,Lapeer County,684.0,Michigan
Kingsley,Grand Traverse County,684.0,Michigan
