state,city,population_percent_change,aggravated assault,arson,arson2,burglary,larceny theft,larceny- theft,motor vehicle theft,murder and nonnegligent manslaughter,property crime,rape,rape1,robbery,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,violent crime,population
new hampshire,fitzwilliam,0.004797814361406472,21.6,0.0,21.6,203.6,344.1,295.0,53.1,0.0,588.5,21.3,0.0,0.0,,,,,,32.3,2373.0
florida,flagler beach,0.013986896578155994,100.8,13.7,0.0,304.0,1392.3,639.9,91.3,3.9,1637.1,20.2,19.5,24.6,,,,,,149.3,5157.0
arizona,flagstaff,0.01546882700859653,315.1,42.3,46.9,254.1,3388.2,2891.5,86.4,2.7,3629.4,45.9,52.2,59.6,,,,,,425.9,75013.0
south dakota,flandreau,0.004803693625758054,564.3,29.4,21.5,458.5,1731.8,2238.5,215.9,0.0,2507.5,101.9,150.4,52.0,,,,,,737.6,2323.0
michigan,flat rock,0.0035286656697421925,147.3,3.3,5.0,111.0,1150.4,1167.2,181.4,4.0,1446.3,33.7,5.0,44.4,,,,,,217.9,10024.0
texas,flatonia,0.01182919574877328,114.4,46.0,0.0,451.1,462.0,611.8,84.0,13.8,1027.0,23.0,0.0,13.8,,,,,,155.8,1471.0
kentucky,flatwoods,-0.009360587936691034,16.6,0.0,0.0,113.4,182.3,170.4,39.2,0.0,332.5,9.3,14.0,5.6,,,,,,33.4,7041.0
pennsylvania,fleetwood,0.0002447674867949168,253.0,36.7,0.0,538.8,1356.1,,81.8,0.0,1976.7,12.2,0.0,49.0,,,,,,310.3,4087.0
missouri,fleming,0.001607596116991461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,125.0
kentucky,fleming-neon,-0.015046374955850927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,673.0
kentucky,flemingsburg,0.006701719075352663,28.1,0.0,0.0,296.8,909.2,1142.4,127.3,0.0,1379.9,35.1,17.9,0.0,,,,,,56.3,2801.0
new jersey,flemington,-0.005190506463594424,112.2,0.0,10.9,176.9,1288.9,1024.0,38.7,0.0,1451.6,28.5,10.9,25.9,,,,,,159.6,4590.0
north carolina,fletcher,0.0354152112785604,34.6,12.7,12.1,730.1,838.1,,93.3,6.5,1661.5,,,12.6,,,,,,72.1,8392.0
oklahoma,fletcher,0.000878726900466642,0.0,0.0,0.0,0.0,43.9,,131.7,0.0,175.6,0.0,0.0,0.0,,,,,,0.0,1139.0
michigan,flint,-0.006203489270226292,1280.3,58.4,36.4,1014.7,1707.3,1281.4,267.1,38.0,2903.9,104.2,87.4,218.6,,,,,,1634.5,95212.0
michigan,flint township,-0.0021953022460249327,595.3,26.3,31.4,889.7,3849.5,3087.2,287.4,3.3,5030.7,98.4,110.6,170.9,,,,,,872.8,30319.0
arkansas,flippin,-0.0013378869252483883,164.6,0.0,0.0,720.9,4202.0,3507.5,104.8,0.0,4888.7,174.6,74.6,0.0,,,,,,299.2,1340.0
alabama,flomaton,-0.002838878411570156,995.2,,,1161.4,2440.3,,355.4,95.0,3957.1,70.9,71.3,94.8,,,,,,1256.0,1403.0
minnesota,floodwood,-0.0011432738884293858,76.3,63.4,0.0,76.5,1826.8,1338.4,153.8,0.0,1959.4,64.0,0.0,0.0,,,,,,114.7,523.0
illinois,flora,-0.003783818660569538,86.0,6.9,0.0,167.3,1902.2,1337.4,53.3,0.0,2009.8,0.0,0.0,8.2,,,,,,94.2,4860.0
mississippi,flora,0.0,0.0,0.0,,847.5,953.4,,158.9,0.0,1959.7,,,53.0,,,,,,53.0,1888.0
new york,floral park village,-0.0007767384022265844,21.3,2.1,3.1,42.5,242.0,138.1,26.2,0.0,289.9,6.2,3.1,26.3,,,,,,50.0,15927.0
alabama,florala,0.0,202.9,,,152.2,558.1,,152.2,50.7,862.5,101.5,,0.0,,,,,,355.1,1971.0
missouri,flordell hills,-0.009759063519822253,1193.3,41.1,249.4,2066.8,3063.9,2577.3,471.9,24.6,5505.3,40.9,0.0,298.0,,,,,,1540.5,776.0
alabama,florence,-0.004205659996494915,324.5,,,708.7,2898.1,,307.4,4.4,3914.2,52.3,74.9,86.6,,,,,,473.4,39925.0
arizona,florence,-0.004051109643084194,103.2,1.2,0.0,83.1,398.3,219.8,30.4,1.5,476.1,6.3,9.5,1.5,,,,,,113.7,26385.0
colorado,florence,0.006270067780556499,123.4,0.0,0.0,201.0,1110.5,832.3,184.2,0.0,1440.1,0.0,12.6,10.4,,,,,,138.9,3965.0
kentucky,florence,0.0030166358781065217,66.1,10.2,3.0,351.2,3654.7,3659.3,193.3,1.8,4200.2,47.0,38.0,82.1,,,,,,193.5,32848.0
mississippi,florence,0.007034941512986004,27.9,0.0,0.0,108.2,187.4,244.4,22.4,0.0,332.3,,0.0,0.0,,,,,,33.3,4500.0
oregon,florence,0.015195721797554018,94.6,57.6,38.5,416.0,3977.2,2199.7,186.2,6.8,4223.9,33.3,50.0,25.1,,,,,,174.1,9183.0
south carolina,florence,-0.0028605152844048964,832.5,19.3,18.3,1129.6,5443.9,5071.7,391.7,13.2,6890.8,43.7,73.6,177.4,,,,,,1078.7,37640.0
texas,florence,0.008070959879258544,0.0,0.0,,80.4,201.5,,40.0,0.0,321.9,0.0,,0.0,,,,,,0.0,1249.0
new jersey,florence township,0.002883505723101365,63.1,0.0,4.0,186.1,404.0,405.0,52.2,1.6,642.5,20.9,35.6,33.2,,,,,,124.6,12593.0
texas,floresville,0.01704925856863171,201.9,8.9,12.5,412.3,1970.7,1116.7,160.5,0.0,2372.7,22.3,6.5,26.2,,,,,,244.1,7970.0
new jersey,florham park,-0.00563175273499672,13.6,2.8,4.2,97.5,573.2,737.7,49.5,0.0,753.1,11.3,16.9,6.8,,,,,,34.0,11522.0
florida,florida city,-0.001373630437740525,1921.7,5.4,4.1,853.5,6919.9,6206.9,444.2,31.0,8075.1,62.4,32.8,776.8,,,,,,2780.1,12180.0
new york,florida village,-0.003539776744415968,20.8,0.0,0.0,76.1,379.4,70.2,7.0,0.0,400.7,0.0,0.0,0.0,,,,,,20.8,2851.0
louisiana,florien,-0.012320285069904457,120.8,0.0,0.0,80.3,119.3,,81.0,0.0,280.6,0.0,0.0,41.2,,,,,,162.0,607.0
missouri,florissant,-0.0063100433034538606,119.5,4.5,7.7,323.6,1596.6,,219.1,6.8,2139.2,12.8,17.4,80.9,,,,,,221.1,51326.0
illinois,flossmoor,-0.006890308248386434,53.4,7.0,0.0,185.1,1524.1,2073.6,77.3,2.1,1896.4,10.6,53.7,40.6,,,,,,124.0,9211.0
texas,flower mound,0.022023012958301003,31.9,0.9,3.9,93.4,701.7,789.4,34.0,0.0,846.6,13.0,14.2,7.4,,,,,,52.7,79052.0
georgia,flowery branch,0.05732612465582343,108.0,4.8,0.0,191.4,1433.7,,36.2,3.6,1661.3,0.0,0.0,11.1,,,,,,137.5,7760.0
mississippi,flowood,0.01489708658699862,141.9,0.0,5.3,513.5,3025.1,2733.8,85.4,0.0,3551.2,5.6,37.4,36.6,,,,,,200.0,9401.0
texas,floydada,-0.0032871300007948356,519.7,24.5,0.0,562.8,1140.6,664.0,117.2,7.3,1725.3,85.4,109.6,29.3,,,,,,651.4,2711.0
michigan,flushing,-0.005382706796277059,55.2,0.0,0.0,110.2,898.6,699.7,32.6,0.0,1001.6,46.1,37.9,10.0,,,,,,108.0,7860.0
michigan,flushing township,-0.0018765507432582096,37.2,9.8,4.9,129.3,249.8,304.7,15.7,0.0,405.7,29.3,63.9,3.9,,,,,,84.3,10174.0
pennsylvania,folcroft,-0.0014069642112782832,357.2,0.0,0.0,306.7,1518.9,,181.2,0.0,2006.8,22.7,45.3,95.6,,,,,,483.0,6615.0
alabama,foley,0.04032878869177203,191.6,,,448.5,3502.2,,105.5,3.6,4056.2,31.0,22.2,51.1,,,,,,274.4,18740.0
minnesota,foley,0.0018789902171096884,75.7,0.0,0.0,213.4,1098.9,1010.9,25.3,0.0,1308.3,0.0,37.7,0.0,,,,,,100.8,2671.0
missouri,foley,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,167.0
georgia,folkston,-0.02609672754833725,399.7,0.0,0.0,596.0,1080.0,1587.3,100.2,0.0,1877.7,0.0,0.0,11.8,,,,,,411.5,4662.0
south carolina,folly beach,0.0,144.5,0.0,,866.7,2780.8,,180.6,0.0,3828.1,108.3,,36.1,,,,,,288.9,2769.0
california,folsom,0.009641254558669488,43.8,8.2,11.5,320.9,1182.4,1410.0,122.0,0.5,1670.8,18.9,20.9,32.7,,,,,,96.8,79927.0
louisiana,folsom,0.03978958491208684,180.6,43.6,0.0,221.7,1072.4,,88.4,0.0,1382.5,0.0,0.0,62.9,,,,,,243.5,860.0
wisconsin,fond du lac,0.00031225385517297255,187.9,9.3,3.5,187.0,1977.9,1622.7,80.7,3.3,2174.6,84.8,65.2,32.6,,,,,,300.7,42954.0
california,fontana,0.008456507811718028,230.5,6.2,5.2,288.9,1080.8,855.1,447.8,3.8,1772.4,28.2,33.9,98.2,,,,,,362.9,215883.0
wisconsin,fontana,0.002446997067079737,46.7,0.0,0.0,105.0,496.6,231.3,35.0,0.0,583.5,0.0,28.9,0.0,,,,,,58.3,1729.0
pennsylvania,ford city,-0.008925576488082787,91.0,23.2,0.0,112.0,513.7,902.5,28.7,0.0,732.1,0.0,18.1,28.3,,,,,,126.6,2770.0
missouri,fordland,0.011441144312340779,243.5,0.0,117.6,487.0,2348.6,1411.8,95.5,0.0,2743.8,0.0,0.0,0.0,,,,,,243.5,850.0
arkansas,fordyce,-0.01636143333916462,874.0,34.3,39.5,1293.0,2971.2,3684.9,174.9,5.1,4581.7,76.0,131.3,178.2,,,,,,1155.5,3745.0
ohio,forest,0.0,0.0,0.0,,347.2,1041.7,,0.0,0.0,1388.9,0.0,,0.0,,,,,,0.0,1440.0
south carolina,forest acres,-0.006256784501860513,433.2,6.3,0.0,897.6,4348.3,4922.5,422.8,1.9,5783.6,41.3,43.2,114.1,,,,,,591.2,10320.0
illinois,forest city,0.0,0.0,,0.0,0.0,,881.1,0.0,0.0,881.1,,0.0,0.0,,,,,,0.0,227.0
iowa,forest city,0.0026186330063271424,116.5,0.0,0.0,191.7,237.9,123.9,16.6,0.0,408.2,50.1,49.7,0.0,,,,,,166.3,4036.0
north carolina,forest city,-0.004765281245826314,408.9,18.4,14.1,2207.0,5253.9,5016.9,374.4,3.5,7776.0,,42.2,94.0,,,,,,558.7,7116.0
pennsylvania,forest city,-0.00697398529105242,180.0,0.0,57.4,213.3,1287.7,631.8,11.2,0.0,1380.9,0.0,0.0,11.2,,,,,,191.2,1741.0
oregon,forest grove,0.0063847881982395105,120.5,30.6,12.1,241.6,1500.6,1460.3,148.0,2.0,1880.1,67.4,70.9,16.3,,,,,,208.0,25063.0
maryland,forest heights,-0.00023212540367234524,100.4,0.0,0.0,717.4,810.2,425.9,185.5,15.5,1636.2,0.0,0.0,61.8,,,,,,177.7,2583.0
texas,forest hill,0.0020534038035244784,159.9,5.1,0.0,600.8,2135.8,2132.9,413.7,15.4,3149.7,23.1,11.5,175.2,,,,,,369.0,13034.0
pennsylvania,forest hills,-0.007059658599225749,57.4,0.0,0.0,161.0,1082.5,,110.0,0.0,1353.6,0.0,0.0,62.4,,,,,,119.8,6331.0
minnesota,forest lake,0.008041001042019769,95.6,17.6,5.0,397.7,2582.7,2576.1,178.3,1.3,3157.0,60.7,69.5,20.1,,,,,,182.1,20457.0
georgia,forest park,0.012320467369413723,362.5,18.8,14.9,1034.5,3640.3,3226.0,620.5,15.2,5212.4,40.0,47.3,326.0,,,,,,763.6,20273.0
illinois,forest park,-0.006288995543787701,159.2,0.0,0.0,469.1,2811.0,3386.4,308.0,4.3,3703.2,52.1,79.3,187.5,,,,,,413.9,13761.0
ohio,forest park,-0.0005666995179460788,93.7,10.7,10.7,504.4,2393.3,1113.9,140.5,2.7,2718.3,61.5,75.0,104.4,,,,,,268.9,18673.0
oklahoma,forest park,0.00018614868984756505,0.0,0.0,0.0,222.1,392.5,279.1,111.2,0.0,703.2,61.5,0.0,0.0,,,,,,36.9,1075.0
illinois,forest view,-0.006393921785961987,264.0,385.9,0.0,640.3,3086.7,3111.1,2060.0,0.0,5791.8,0.0,0.0,0.0,,,,,,264.0,675.0
missouri,foristell,0.026816668430882817,704.1,0.0,0.0,295.9,4141.5,3056.0,330.1,0.0,4550.5,0.0,0.0,34.6,,,,,,738.7,589.0
washington,forks,0.007546819869344912,234.7,0.0,26.2,392.4,1801.8,1306.7,90.6,0.0,2161.0,91.9,52.1,13.2,,,,,,319.9,3903.0
pennsylvania,forks township,0.005252983063265049,7.7,0.0,0.0,49.1,675.6,870.3,11.6,0.0,775.3,15.1,25.6,5.2,,,,,,32.2,15741.0
texas,forney,0.0673850899176518,63.0,1.7,0.0,208.9,1113.9,894.6,133.6,0.0,1412.6,35.9,25.7,21.1,,,,,,115.9,25374.0
arkansas,forrest city,-0.011489820548282403,774.0,69.8,28.8,979.5,3838.7,3290.8,1024.3,14.2,5659.9,45.1,57.6,175.2,,,,,,1012.6,13887.0
illinois,forreston,0.0,72.5,0.0,,72.5,652.2,,0.0,0.0,724.6,144.9,,0.0,,,,,,217.4,1380.0
georgia,forsyth,0.004698375858982473,287.2,0.0,0.0,490.4,3506.5,,233.3,6.1,4230.2,0.0,24.0,85.3,,,,,,421.8,4082.0
missouri,forsyth,0.011792449511721204,268.7,13.6,0.0,276.4,3038.2,1897.8,139.1,8.2,3225.7,13.7,0.0,16.4,,,,,,301.5,2582.0
michigan,forsyth township,-0.0017017795451395035,225.5,21.4,8.1,141.5,974.1,355.0,51.6,6.5,1043.4,91.2,105.0,6.5,,,,,,335.1,6197.0
wisconsin,fort atkinson,0.0012507846468818862,123.3,2.7,4.0,152.2,1410.3,1206.2,32.0,1.6,1553.7,56.0,31.9,22.4,,,,,,171.3,12519.0
montana,fort benton,-0.01057677914137145,119.9,0.0,0.0,204.1,952.3,,33.9,0.0,1190.4,67.4,0.0,0.0,,,,,,170.5,1450.0
california,fort bragg,0.0015274721712381645,369.4,50.1,13.6,590.9,3420.5,3556.9,210.5,5.5,4249.2,63.9,82.0,60.1,,,,,,506.1,7366.0
oklahoma,fort cobb,0.0,0.0,,0.0,652.5,,326.3,326.3,0.0,1305.1,,0.0,0.0,,,,,,0.0,613.0
colorado,fort collins,0.013725713636619341,168.5,7.9,6.2,256.2,2030.9,1834.5,127.1,2.0,2375.0,17.9,25.4,23.4,,,,,,214.8,170889.0
iowa,fort dodge,-0.004079244362938161,441.1,32.6,43.3,529.1,3650.9,2361.0,198.2,5.2,4055.8,69.3,76.5,82.0,,,,,,601.2,23973.0
new york,fort edward village,-0.00030712442181679567,107.3,0.0,15.2,122.2,112.1,61.5,15.3,0.0,237.0,0.0,30.7,0.0,,,,,,122.6,3253.0
maine,fort fairfield,-0.007506080023194417,78.3,0.0,15.2,205.6,636.1,92.1,60.6,0.0,793.4,0.0,30.5,12.2,,,,,,102.7,3256.0
oklahoma,fort gibson,-0.005837922961852371,198.2,0.0,24.7,483.7,666.7,453.2,94.1,0.0,1201.7,8.3,49.9,14.9,,,,,,238.0,3972.0
california,fort jones,0.0029239837848826777,349.0,0.0,0.0,757.5,621.1,3043.5,232.9,0.0,2096.0,49.0,72.5,0.0,,,,,,407.4,690.0
maine,fort kent,-0.00897735857597226,30.3,0.0,0.0,66.2,541.2,524.1,35.6,5.1,639.6,0.0,0.0,0.0,,,,,,35.4,3816.0
florida,fort lauderdale,0.006812555658686881,324.6,10.7,6.9,892.2,4015.5,3758.8,482.3,9.2,5338.6,43.6,47.5,231.4,,,,,,610.3,184765.0
south carolina,fort lawn,0.005372259202173657,289.3,77.3,0.0,664.8,2075.6,,145.1,0.0,2885.6,75.9,0.0,57.4,,,,,,403.7,878.0
new jersey,fort lee,0.003601188540333755,48.0,1.8,1.3,131.9,535.1,627.9,42.9,1.1,728.5,9.9,6.6,16.0,,,,,,73.6,38062.0
colorado,fort lupton,0.016613476255288306,75.3,4.2,24.8,110.2,720.3,,213.5,0.0,1043.9,29.4,49.6,15.8,,,,,,125.6,8273.0
iowa,fort madison,-0.00620544258217437,472.8,56.3,19.1,282.5,2823.3,1462.7,237.1,3.1,2889.3,37.5,105.0,37.7,,,,,,596.2,10392.0
south carolina,fort mill,0.09413915866825695,128.5,19.9,12.7,193.9,1545.2,961.4,42.0,3.6,1664.3,21.3,26.1,37.0,,,,,,192.4,21219.0
kentucky,fort mitchell,-0.0009666511951842427,21.7,8.0,6.1,159.1,725.8,654.4,67.6,0.0,938.3,12.1,18.1,33.7,,,,,,70.0,8252.0
colorado,fort morgan,0.0009268455920781182,125.8,39.9,17.6,382.0,2086.7,1787.8,238.5,2.2,2632.5,203.7,215.8,17.7,,,,,,355.5,11355.0
florida,fort myers,0.030599415239702887,624.9,12.3,6.7,448.9,2066.5,1824.3,263.9,15.0,2730.9,62.6,53.1,194.8,,,,,,893.5,85127.0
georgia,fort oglethorpe,0.008273306068802944,446.7,0.0,0.0,416.3,5748.5,,278.5,2.6,6443.2,10.1,20.1,78.8,,,,,,553.6,9912.0
alabama,fort payne,0.0,197.8,,,586.3,2479.5,,176.6,7.1,3242.4,42.4,,70.6,,,,,,317.9,14156.0
florida,fort pierce,0.0114801619760454,440.8,20.8,16.3,607.3,2500.1,2255.5,256.4,18.0,3314.8,58.7,53.1,181.5,,,,,,696.8,46597.0
new york,fort plain village,-0.0027646781694836697,314.1,0.0,0.0,574.6,2593.0,2068.3,62.9,9.0,3125.6,253.9,135.1,26.8,,,,,,556.3,2224.0
kansas,fort scott,-0.002389295643499545,429.8,25.7,6.5,788.7,2840.1,879.8,228.8,0.0,3465.5,64.1,45.3,35.9,,,,,,522.3,7729.0
arkansas,fort smith,0.000997971756349747,645.0,15.5,14.2,951.8,4140.9,4462.7,353.2,6.6,5510.2,83.9,95.2,115.7,,,,,,855.7,88041.0
texas,fort stockton,-0.002949204440156228,425.8,15.7,5.8,497.9,1662.4,440.4,117.2,4.7,2033.1,62.3,58.8,30.5,,,,,,522.0,8402.0
kentucky,fort thomas,0.0003421057772845515,8.6,0.0,3.0,85.4,471.1,396.7,47.5,0.0,589.2,8.2,9.1,12.2,,,,,,29.3,16386.0
oklahoma,fort towson,-0.006116140632078215,715.1,0.0,617.3,1431.5,3252.0,1234.6,101.6,102.9,3776.5,0.0,0.0,0.0,,,,,,818.0,486.0
georgia,fort valley,-0.0028653419345806563,899.3,0.0,0.0,914.9,2572.1,,161.1,5.7,3648.1,11.5,35.4,146.1,,,,,,1082.9,8675.0
florida,fort walton beach,0.004820534734571114,194.1,9.0,4.4,367.4,2272.5,1642.7,219.1,11.7,2733.1,52.5,71.0,44.0,,,,,,309.7,22645.0
indiana,fort wayne,0.00732625131564224,179.6,19.9,26.7,490.7,2372.6,2182.5,180.3,12.9,3005.6,40.9,52.5,137.6,,,,,,375.6,269366.0
texas,fort worth,0.01980996286951453,319.3,16.3,13.3,574.3,2329.0,1890.3,311.8,7.3,3127.3,58.2,58.3,126.7,,,,,,511.6,915237.0
kentucky,fort wright,-0.0012487876339873916,17.4,0.0,0.0,207.8,1293.8,1009.7,104.1,0.0,1548.9,34.8,8.7,58.8,,,,,,100.5,5744.0
california,fortuna,0.007318819577219804,251.3,47.0,44.9,595.3,2997.3,1875.5,300.4,3.3,3668.6,33.3,28.7,75.8,,,,,,361.9,12317.0
pennsylvania,forty fort,-0.002834934614014628,85.5,0.0,0.0,115.6,895.0,,30.4,0.0,1041.0,0.0,49.0,24.4,,,,,,122.2,4092.0
pennsylvania,forward township,-0.0015151469237971726,60.7,0.0,30.3,60.7,348.6,,60.7,0.0,470.0,0.0,0.0,0.0,,,,,,60.7,3295.0
rhode island,foster,0.001230744228796432,84.6,0.0,0.0,249.8,498.0,380.5,21.1,0.0,745.4,7.0,10.6,4.2,,,,,,97.3,4730.0
california,foster city,0.0077497471732803636,62.1,4.8,8.6,183.8,749.0,984.9,63.6,0.6,1043.5,16.5,28.8,13.9,,,,,,98.0,34624.0
pennsylvania,"foster township, mckean county",-0.007913360604387298,53.3,0.0,12.4,68.1,1024.4,370.6,9.5,0.0,971.2,24.0,24.5,9.7,,,,,,87.2,4047.0
pennsylvania,"foster township, schuykill county",0.0,197.6,0.0,0.0,395.3,1778.7,,0.0,197.6,2173.9,0.0,0.0,0.0,,,,,,395.3,253.0
pennsylvania,"foster township, schuylkill county",0.0,819.7,0.0,,409.8,2459.0,,0.0,0.0,2868.9,0.0,,0.0,,,,,,819.7,244.0
ohio,fostoria,0.0,38.1,7.6,,144.8,487.6,,22.9,0.0,655.2,7.6,,53.3,,,,,,99.0,13126.0
colorado,fountain,0.020609060489642284,266.3,8.0,11.8,322.0,1945.6,1543.1,289.7,2.7,2476.8,97.0,86.7,44.3,,,,,,406.1,31041.0
minnesota,fountain,-0.004877929806590076,122.5,0.0,,122.5,0.0,,0.0,0.0,122.5,0.0,,0.0,,,,,,122.5,408.0
wisconsin,fountain city,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,0.0,824.0
utah,fountain green,0.008207997159785263,0.0,0.0,0.0,0.0,1036.0,,45.0,0.0,1081.1,,0.0,0.0,,,,,,0.0,1110.0
pennsylvania,fountain hill,0.006653969831713402,134.3,7.2,43.1,364.6,2202.0,,91.1,5.4,2657.7,50.4,43.1,32.3,,,,,,220.5,4721.0
south carolina,fountain inn,0.04680239272353015,237.7,8.0,5.8,302.9,1536.0,1426.5,198.1,3.9,2015.1,65.8,56.8,39.0,,,,,,342.8,10375.0
kentucky,fountain run,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,210.0
california,fountain valley,-0.005403778759992317,60.9,2.9,8.9,390.3,2009.2,1636.3,211.6,0.3,2536.6,1.8,7.1,41.2,,,,,,106.4,55858.0
north carolina,four oaks,0.027633263043657097,419.8,0.0,0.0,212.4,1899.3,1438.8,234.9,0.0,2116.4,,0.0,22.5,,,,,,314.7,2224.0
california,fowler,0.023599109929021367,359.9,21.7,7.7,689.2,763.7,622.8,313.6,2.9,1738.3,31.5,45.4,77.7,,,,,,477.5,6904.0
colorado,fowler,-0.001572870660970671,109.6,0.0,0.0,175.2,349.7,175.6,153.4,0.0,634.8,87.4,0.0,0.0,,,,,,153.3,1139.0
michigan,fowlerville,-0.007496561165060145,54.7,11.2,0.0,212.6,2208.6,1951.9,41.2,0.0,2411.0,226.6,103.9,13.6,,,,,,245.8,2869.0
pennsylvania,fox chapel,-0.006644083209494722,23.2,0.0,0.0,56.0,312.3,,9.3,0.0,377.5,0.0,0.0,0.0,,,,,,23.2,5297.0
wisconsin,fox crossing,-0.008601914666527377,73.2,0.0,0.0,138.1,714.2,684.5,70.2,0.0,907.7,41.4,31.6,7.9,,,,,,117.6,18992.0
illinois,fox lake,-0.002052896055727227,135.4,0.0,4.8,303.1,1597.2,2084.7,70.7,0.0,2068.5,22.2,57.4,24.8,,,,,,196.4,10457.0
wisconsin,fox lake,-0.004236253509746768,0.0,0.0,0.0,55.0,356.8,0.0,41.2,0.0,381.6,68.9,0.0,0.0,,,,,,13.8,1445.0
wisconsin,fox point,-0.004367103242261083,38.9,0.0,0.0,89.5,718.3,772.8,81.0,0.0,899.7,4.9,0.0,29.9,,,,,,71.8,6599.0
illinois,fox river grove,-0.003137276307287662,116.1,35.8,10.8,137.5,982.9,932.8,47.4,0.0,1157.8,28.6,21.7,12.9,,,,,,154.8,4610.0
wisconsin,fox valley metro,0.00919845888791726,51.3,0.0,2.3,89.4,575.9,338.0,22.0,0.9,639.8,6.1,20.3,5.5,,,,,,69.6,22190.0
massachusetts,foxborough,-9.451254549652788e-05,194.6,0.0,5.7,156.8,753.5,692.0,62.4,1.9,952.2,28.3,25.5,11.3,,,,,,234.2,17631.0
pennsylvania,frackville,-0.006200493981252331,191.1,0.0,0.0,49.2,427.6,443.3,37.7,5.5,517.7,9.0,0.0,5.4,,,,,,207.4,3609.0
massachusetts,framingham,0.005915353816080771,292.6,3.4,2.8,184.9,851.2,832.8,74.8,0.3,1106.3,20.1,23.4,29.4,,,,,,344.0,73127.0
new hampshire,franconia,-0.0028556342208385654,125.1,0.0,45.0,143.0,1324.7,1170.1,53.5,0.0,1490.3,59.9,45.4,0.0,,,,,,179.2,1111.0
pennsylvania,franconia township,0.0009761957267389043,47.0,0.0,0.0,50.8,481.3,,22.5,1.9,554.6,0.0,0.0,1.9,,,,,,50.8,13343.0
michigan,frankenmuth,0.019772271950698084,38.6,0.0,0.0,146.1,1113.2,787.8,61.4,0.0,1255.6,45.9,37.2,7.8,,,,,,88.8,5458.0
delaware,frankford,0.02240254040056744,106.1,0.0,0.0,528.8,592.7,,69.5,0.0,1191.0,0.0,103.2,0.0,,,,,,140.5,969.0
missouri,frankford,-0.012460671007133772,0.0,0.0,0.0,313.5,628.9,,0.0,0.0,942.4,0.0,0.0,0.0,,,,,,0.0,317.0
illinois,frankfort,0.007969173474269509,31.4,3.5,2.6,94.6,758.6,868.1,61.7,0.0,936.9,1.7,10.4,12.7,,,,,,49.3,19352.0
indiana,frankfort,-0.007117154545187576,48.6,0.0,0.0,432.9,2633.9,,135.0,3.1,3201.8,31.3,44.1,29.7,,,,,,131.2,15744.0
kansas,frankfort,0.0,0.0,0.0,,0.0,141.2,,0.0,0.0,141.2,0.0,,0.0,,,,,,0.0,708.0
kentucky,frankfort,0.000867962369024422,161.2,16.9,16.2,774.0,2697.0,2517.8,285.7,10.8,3720.9,54.1,34.1,105.8,,,,,,323.8,27723.0
michigan,frankfort,0.00015523009728091175,124.3,0.0,77.5,140.0,2176.9,698.2,46.7,0.0,2067.9,0.0,77.5,0.0,,,,,,155.3,1289.0
new york,frankfort town,-0.006194180767008617,40.8,0.0,20.8,115.0,242.9,332.2,20.4,0.0,408.0,0.0,20.8,0.0,,,,,,47.7,4817.0
new york,frankfort village,-0.007083749890657742,71.2,0.0,0.0,70.6,428.4,370.1,40.9,0.0,525.4,0.0,41.1,10.0,,,,,,91.6,2432.0
georgia,franklin,-0.005534473052846933,103.7,0.0,0.0,130.0,2963.0,,78.5,0.0,3171.5,0.0,0.0,0.0,,,,,,129.7,953.0
indiana,franklin,0.007475211346185118,384.5,6.7,0.0,282.4,3236.1,1713.6,86.2,0.0,3300.1,25.9,41.5,28.8,,,,,,442.7,25443.0
kentucky,franklin,0.0063383221556361224,105.9,3.8,0.0,486.1,2414.8,2346.2,182.3,2.3,2959.4,45.4,83.6,70.0,,,,,,238.8,9036.0
louisiana,franklin,-0.0198879271988176,538.5,14.1,0.0,1603.8,2540.1,,88.4,10.7,4232.4,4.6,28.1,94.3,,,,,,653.9,6874.0
massachusetts,franklin,0.00032612040594992564,9.0,0.0,0.0,44.5,213.8,93.5,12.0,0.0,246.3,3.0,0.0,1.8,,,,,,12.6,33149.0
michigan,franklin,0.0009820759725132078,49.1,0.0,0.0,202.5,452.9,826.2,49.1,0.0,779.2,10.2,0.0,6.2,,,,,,61.3,3268.0
minnesota,franklin,-0.01048196054590056,0.0,0.0,,0.0,733.8,,0.0,0.0,733.8,104.8,,0.0,,,,,,104.8,472.0
new hampshire,franklin,0.02096160473519104,199.5,11.6,0.0,323.4,898.6,,47.0,5.9,1268.9,34.8,82.9,23.4,,,,,,287.7,8621.0
new jersey,franklin,-0.007041765980470793,71.6,0.0,0.0,107.8,1204.6,936.4,24.9,4.2,1283.7,21.1,10.6,4.3,,,,,,97.0,4699.0
ohio,franklin,-0.0022781839323442465,98.2,0.0,17.1,821.3,3310.1,3537.5,200.7,4.2,4445.7,34.0,111.3,68.1,,,,,,243.2,11675.0
