city,city_code,latitude,longitude,reverse_address,state,ZRIFAH
kansas city,36364|19670|185,39.11553139999999,-94.6267873,"On Minnesota Ave at 7th Street WB, Kansas City, KS 66101, USA",kansas,0.838
kingman,44657|26045|6512,37.6458491,-98.1136734,"425 N Main St, Kingman, KS 67068, USA",kansas,0.608
lansing,43161|25730|6163,39.2486126,-94.9002413,"112 S Main St, Lansing, KS 66043, USA",kansas,0.908
lenexa,20410|931|37103,38.9536174,-94.7335709,"9620 Rosehill Rd, Lenexa, KS 66215, USA",kansas,0.936
liberal,38619|23566|4198,37.0430812,-100.920999,"25 E 5th St, Liberal, KS 67901, USA",kansas,
lindsborg,44235|28541|12937,38.5736176,-97.6744838,"125 E Lincoln St, Lindsborg, KS 67456, USA",kansas,0.71
maize,44858|26075|6726,37.7791787,-97.4672674,"221 N Queen St, Maize, KS 67101, USA",kansas,0.884
marion,47636|33871|15064,38.3483493,-97.017245,"500 E Main St, Marion, KS 66861, USA",kansas,
marysville,45432|29119|9384,39.8411129,-96.647242,"109 S 9th St, Marysville, KS 66508, USA",kansas,0.648
mcpherson,39634|23667|4271,38.3708415,-97.6642087,"211 N Elm St, McPherson, KS 67460, USA",kansas,0.758
meade,48562|30614|11274,37.2855796,-100.3401456,"54 E Carthage St, Meade, KS 67864, USA",kansas,
minneapolis,47274|10507,39.1219448,-97.7067028,"703 A West Industrial Rd, Minneapolis, KS 67467, United States",kansas,
mission,25102|5804|41333,39.0277832,-94.6557914,"6100 W 56th St, Mission, KS 66202, USA",kansas,1.152
mulvane,41720|25252|15051,37.474464,-97.2439325,"Unnamed Road, Mulvane, KS 67110, United States",kansas,0.8
newton,21591|2164|38400,38.0466779,-97.3450365,"413 N Main St, Newton, KS 67114, USA",kansas,0.658
norton,45784|29284|18228,39.8338946,-99.8915113,"307 W Wilton St, Norton, KS 67654, USA",kansas,
oakley,49203,39.1270975,-100.8479688,"229 Price Ave, Oakley, KS 67748, USA",kansas,
oberlin,30891|11285|49166,39.81833839999999,-100.528201,"218 S Griffith Ave, Oberlin, KS 67749, USA",kansas,
olathe,19703|235|36401,38.8813958,-94.8191285,"126 S Cherry St, Olathe, KS 66061, USA",kansas,1.012
osage city,46227|29491|10083,38.6338981,-95.8258207,"101-199 S 6th St, Osage City, KS 66523, USA",kansas,0.62
oskaloosa,30322|10757|47939,39.215277,-95.3127498,"209 Jefferson St, Oskaloosa, KS 66066, USA",kansas,0.7
overland park,19618|159|36308,38.9822282,-94.6707917,"7319 W 81st St, Overland Park, KS 66204, USA",kansas,0.978
ozawkie,32347|13460|55031,39.2333317,-95.4669194,"404 Sioux Dr, Ozawkie, KS 66070, USA",kansas,0.778
paola,40192|22680|3046,38.5722353,-94.8791294,"14 S Silver St, Paola, KS 66071, USA",kansas,0.776
perry,30737|13106|48844,39.0758335,-95.3933077,"204 E 3rd St, Perry, KS 66073, USA",kansas,0.77
plainville,62336|32754|13510,39.2347323,-99.2981556,"102 N Washington St, Plainville, KS 67663, USA",kansas,
prairie village,21809|2071|38650,38.9916726,-94.6335684,"7500 Mission Rd, Prairie Village, KS 66208, USA",kansas,1.228
pratt,47437|26373|4675,37.6439071,-98.7375911,"212 E 3rd St, Pratt, KS 67124, USA",kansas,0.64
rose hill,25829|8722|43591,37.5583517,-97.1350405,"202 S Rose Hill Rd, Rose Hill, KS 67133, USA",kansas,0.608
sabetha,47009|29867|9966,39.9022223,-95.8008225,"823 Virginia St, Sabetha, KS 66534, USA",kansas,
scott city,44290|28572|18859,38.4825192,-100.9070949,"425 Main St, Scott City, KS 67871, USA",kansas,
sedgwick,28786|9485|44756,37.9166784,-97.422541,"418 N Washington Ave, Sedgwick, KS 67135, USA",kansas,0.634
seneca,46463|29604|9942,39.834165,-96.0641676,"532 Main St, Seneca, KS 66538, USA",kansas,
sterling,46771|29753|12153,38.2100111,-98.2070059,"101 S Broadway Ave, Sterling, KS 67579, USA",kansas,
tonganoxie,40800|23802|5657,39.109724,-95.0877465,"427 E 4th St, Tonganoxie, KS 66086, USA",kansas,0.948
valley center,44938|28860|12947,37.8347342,-97.3733759,"231 N Park Ave, Valley Center, KS 67147, USA",kansas,0.82
valley falls,29761|11263|46783,39.3433316,-95.460253,"601 Elm St, Valley Falls, KS 66088, USA",kansas,0.638
wamego,54019|32210|12502,39.2019412,-96.3049975,"430 KS-99, Wamego, KS 66547, USA",kansas,0.886
wellsville,28982|9933|45174,38.7183422,-95.0816354,"601 Main St, Wellsville, KS 66092, USA",kansas,0.82
wichita,36207|19518|52,37.68717609999999,-97.330053,"128 N Santa Fe St, Wichita, KS 67202, USA",kansas,0.762
winfield,24547|4308|64876,37.2397486,-96.9955918,"205 E 9th Ave, Winfield, KS 67156, USA",kansas,
yates center,47639|30185|10509,37.8811472,-95.7333175,"118 W Rutledge St, Yates Center, KS 66783, USA",kansas,
alexandria,22341|2799|64675,38.9595078,-84.3879946,"8321 E Main St, Alexandria, KY 41001, USA",kentucky,0.842
benton,50986|27283|8009,36.85727809999999,-88.350315,"1101 Main St, Benton, KY 42025, USA",kentucky,
corbin,38006|23533|4183,36.9486986,-84.0968761,"1708 Forest Dr Suites 102 & 1031, Corbin, KY 40701, United States",kentucky,
covington,37373|20683|1286,39.0836712,-84.5085536,"3rd floor, 230 Madison Ave, Covington, KY 41011, United States",kentucky,0.836
fort thomas,22446|3016|64679,39.07506070000001,-84.4471633,"310 S Ft Thomas Ave, Fort Thomas, KY 41075, USA",kentucky,0.936
hopkinsville,20710|1119|37397,36.8656008,-87.4886186,"104 E 9th St, Hopkinsville, KY 42240, USA",kentucky,0.628
independence,38498|21679|2441,38.94311829999999,-84.54410899999999,"5278 Madison Pike, Independence, KY 41051, USA",kentucky,0.906
la grange,38582|21752|2432,38.4075666,-85.37884679999999,"100 E Main St, La Grange, KY 40031, USA",kentucky,0.914
lexington-fayette urban county,19532|68|36223,38.0405837,-84.5037164,"404 S Limestone, Lexington, KY 40508, USA",kentucky,0.8
mount washington,21909|2433|38788,38.0500627,-85.54578769999999,"350 N Bardstown Rd, Mt Washington, KY 40047, USA",kentucky,0.918
prospect,22162|2922|39146,38.345068,-85.615517,"US 42 @ Prospect Point, Prospect, KY 40059, USA",kentucky,0.97
radcliff,21983|2642|38887,37.8403456,-85.9491298,"624 Elm Rd, Radcliff, KY 40160, USA",kentucky,0.698
uniontown,58123,37.7753214,-87.93058270000002,"235 Division St, Uniontown, KY 42461, USA",kentucky,
versailles,38531|21703|2031,38.05257599999999,-84.7299464,"106 S Main St, Versailles, KY 40383, USA",kentucky,0.714
alexandria,36996|20303|758,31.3112936,-92.4451371,"934 3rd St, Alexandria, LA 71301, USA",louisiana,0.694
bastrop,64850|23560|4193,32.7562463,-91.8723497,"6, LA 71220, USA",louisiana,
baton rouge,19516|48|36205,30.4514677,-91.1871466,"401 Main St, Baton Rouge, LA 70802, USA",louisiana,0.85
covington,37117|20441|1294,30.4754702,-90.1009108,"104 W 21st Ave, Covington, LA 70433, USA",louisiana,0.884
gretna,20324|761|37015,29.9146493,-90.0539603,"1011 Richard St, Gretna, LA 70053, USA",louisiana,0.824
hammond,37245|20554|980,30.5043583,-90.4611995,"100 NW Railroad Ave, Hammond, LA 70401, USA",louisiana,0.726
houma,36674|19986|495,29.5957696,-90.7195348,"402 Barrow St, Houma, LA 70360, USA",louisiana,0.744
lake charles,19733|267|36430,30.2265949,-93.2173758,"949 Ryan St, Lake Charles, LA 70601, USA",louisiana,0.812
leesville,38229|26750|7469,31.1435194,-93.260998,"Retail Investors of Texas Ltd, 8 Shreveport Hwy, Leesville, LA 71446, United States",louisiana,0.578
mandeville,37312|20586|1034,30.35825059999999,-90.06563109999999,"2016 Monroe St, Mandeville, LA 70448, USA",louisiana,0.87
monroe,36595|19906|421,32.5093109,-92.1193012,"364-596 Louisville Ave, Monroe, LA 71201, USA",louisiana,
morgan city,38670|26763|5028,29.6993748,-91.20677,"500 Brashear Ave, Morgan City, LA 70380, USA",louisiana,0.702
natchitoches,38161|21393|3005,31.7607195,-93.0862749,"584 Front St, Natchitoches, LA 71457, USA",louisiana,0.724
new orleans,36202|19514|49,29.95106579999999,-90.0715323,"339 Carondelet St, New Orleans, LA 70130, USA",louisiana,0.97
opelousas,37523|23508|7458,30.5335302,-92.081509,"115 S Main St, Opelousas, LA 70570, USA",louisiana,
ruston,39248|24412|5018,32.5232053,-92.637927,"601 S Vienna St, Ruston, LA 71270, USA",louisiana,0.528
shreveport,19597|147|64746,32.5251516,-93.7501789,"4450 Hilry Huckaby III Ave, Shreveport, LA 71107, USA",louisiana,0.652
westwego,21052|7459|37770,29.9060388,-90.1422962,"575 Avenue E, Westwego, LA 70094, USA",louisiana,0.922
youngsville,38505|21684|2546,30.0996471,-91.9901206,"202 Lafayette St, Youngsville, LA 70592, USA",louisiana,0.808
falmouth,22881|3234|40867,43.7435343,-70.2601759,"27 Parker Way, Falmouth, ME 04105, USA",maine,1.242
aberdeen,21581|2143|38388,39.5095556,-76.16411970000001,"643, Aberdeen, MD 21001, United States",maryland,1.09
baltimore,24|36183,39.2903848,-76.6121893,"201 E Fayette St, Baltimore, MD 21202, USA",maryland,1.13
capitol heights town,46303|26266|7924,38.8851122,-76.9158068,"2-6 Chamber Ave, Capitol Heights, MD 20743, USA",maryland,1.466
chevy chase,38840|21953|3456,38.9692771,-77.07886669999999,"12 W Irving St, Chevy Chase, MD 20815, USA",maryland,1.962
district heights,37578|20875|1203,38.8576128,-76.8894171,"Gateway Blvd & Breton Dr, District Heights, MD 20747, USA",maryland,1.526
greenbelt,38315|21517|2052,39.0045544,-76.87552819999999,"62 Crescent Rd, Greenbelt, MD 20770, USA",maryland,1.496
hyattsville,38870|24337|5073,38.9559442,-76.9455301,"4202 Kennedy St, Hyattsville, MD 20781, USA",maryland,1.702
mount airy town,1785|21311|4909|38060,39.3762145,-77.154704,"3712 Falling Green Way, Mt Airy, MD 21771, USA",maryland,1.076
riverdale park town,41437|27666|8350,38.963444,-76.9316408,"4807 Ravenswood Rd, Riverdale, MD 20737, USA",maryland,1.56
sykesville town,20904|1487|37604,39.3737149,-76.9677566,"P.O. Box 259, Sykesville, MD 21784, United States",maryland,1.184
andover,16545|20956|16738|37657,42.6583356,-71.1367953,"13 Summer St, Andover, MA 01810, USA",massachusetts,1.106
arlington,37316|24192|4855,42.4153925,-71.1564729,"730 Massachusetts Ave, Arlington, MA 02476, USA",massachusetts,1.726
belchertown,16630|22486|16767|39744,42.2770346,-72.4008884,"100 Maple St, Belchertown, MA 01007, USA",massachusetts,0.636
belmont,38336|24263|4937,42.3956405,-71.1776114,"434 Concord Ave, Belmont, MA 02478, USA",massachusetts,1.812
boxford,24138|16836|41966,42.6611604,-70.996726,"14 Elm St, Boxford, MA 01921, USA",massachusetts,1.12
brewster,22958|3295|41179,41.7600902,-70.0827905,"17 Harwich Rd, Brewster, MA 02631, USA",massachusetts,
brockton,36567|19876|361,42.0834335,-71.0183787,"34 School St, Brockton, MA 02301, USA",massachusetts,1.438
brookline,36987|20295|907,42.33176419999999,-71.1211635,"61 White Pl, Brookline, MA 02445, USA",massachusetts,2.622
burlington,38313|24261|4934,42.5047161,-71.1956205,"140 Cambridge St, Burlington, MA 01803, USA",massachusetts,1.532
cambridge,36489|19796|294,42.3736158,-71.10973349999999,"70 Raglan Rd ON, Cambridge, MA 02138, United States",massachusetts,2.744
chatham,23260|3824|44311,41.6820897,-69.95976639999999,"625 Main St, Chatham, MA 02633, USA",massachusetts,
chelsea,37534|27369|4863,42.3917638,-71.0328284,"148 Shawmut St, Chelsea, MA 02150, USA",massachusetts,2.086
dennis,22563|2806|39922,41.7353062,-70.1939429,"515 Main St, Dennis, MA 02638, USA",massachusetts,1.546
dover,43491|25809|17020,42.2458749,-71.2828719,"24 Dedham St, Dover, MA 02030, USA",massachusetts,1.258
duxbury,16664|39880|22541|16894,42.0417525,-70.6722767,"On-Site Computer Services, Duxbury, MA 02332, United States",massachusetts,1.634
easthampton town,23287|3830|45099,42.266757,-72.66897999999999,"15 Liberty St, Easthampton, MA 01027, USA",massachusetts,
falmouth,16691|23081|16808|41895,41.5532208,-70.60858859999999,"Unnamed Road, Falmouth, MA 02540, USA",massachusetts,1.284
foxborough,39264|24415|16859,42.0653812,-71.2478251,"13 Mechanic St, Foxborough, MA 02035, USA",massachusetts,1.426
franklin town,37774|21056|1412,42.0834313,-71.396725,"Franklin, 75 Depot Street, Franklin, MA 02038, USA",massachusetts,1.362
granby,28146|17010|43238,42.2570866,-72.51688589999999,"239 W State St, Granby, MA 01033, USA",massachusetts,1.198
groton,40746|24888|6085,42.6112018,-71.5745152,"248 MA-119, Groton, MA 01450, USA",massachusetts,1.156
hingham,16601|38618|21786|16752,42.2418172,-70.889759,"66 South St, Hingham, MA 02043, USA",massachusetts,1.798
holyoke,24195|1136|37449,42.2042586,-72.6162009,"253 Walnut St, Holyoke, MA 01040, USA",massachusetts,1.026
hopedale,43418|34716|17268,42.1306357,-71.5412077,"45 Hopedale St, Hopedale, MA 01747, USA",massachusetts,1.092
hopkinton,16611|39408|22310|16725,42.22869540000001,-71.5225646,"60 Main St, Hopkinton, MA 01748, USA",massachusetts,1.048
ipswich,24698|16920|64689,42.6791832,-70.8411558,"2 Washington St, Ipswich, MA 01938, USA",massachusetts,1.32
lawrence,20037|504|36723,42.7070354,-71.1631137,"370 Essex St, Lawrence, MA 01840, USA",massachusetts,1.442
lenox,16699|23261|17033|44327,42.35646089999999,-73.2848762,"6 Walker St, Lenox, MA 01240, USA",massachusetts,1.242
lexington,37760|24210|1504,42.4473497,-71.2271531,"1752 Massachusetts Ave, Lexington, MA 02420, USA",massachusetts,1.836
littleton common,41296|25090|8548,42.5459251,-71.4745085,"460 King St, Littleton, MA 01460, USA",massachusetts,1.368
longmeadow,23655|2600|39521,42.0501022,-72.5828642,"Longmeadow/Chandler (1) (Flag Stop), Longmeadow, MA 01106, USA",massachusetts,1.23
lynn,19911|429|36601,42.46676300000001,-70.9494938,"555 Essex St, Lynn, MA 01902, USA",massachusetts,1.632
lynnfield,24714|5263|40297,42.53869,-71.0465638,"60 Summer St, Lynnfield, MA 01940, USA",massachusetts,1.234
mansfield center,24280|4932|38480,42.0232397,-71.2192134,"50 West St, Mansfield, MA 02048, USA",massachusetts,1.344
marblehead,24610|2869|40010,42.49995819999999,-70.8578024,"15 Rowland St, Marblehead, MA 01945, USA",massachusetts,1.462
marion center,44329|25991|6351,41.7016673,-70.7614502,"23 Vine St, Marion, MA 02738, USA",massachusetts,1.318
mattapoisett center,43209|25738|6107,41.6637361,-70.8060491,"64 County Rd, Mattapoisett, MA 02739, USA",massachusetts,1.302
melrose,38144|24240|4903,42.4584292,-71.0661633,"155 Myrtle St, Melrose, MA 02176, USA",massachusetts,1.51
milton,38132|21370|1812,42.2495321,-71.0661653,"64 Lodge St, Milton, MA 02186, USA",massachusetts,1.508
nahant,31359|11336|50465,42.4265633,-70.922279,"257 Nahant Rd, Nahant, MA 01908, USA",massachusetts,1.444
needham,37920|21197|1530,42.2809285,-71.23775479999999,"1027 Great Plain Ave, Needham, MA 02492, USA",massachusetts,1.68
new bedford,19897|382|36587,41.6362152,-70.93420499999999,"44-68 Cedar St, New Bedford, MA 02740, USA",massachusetts,1.18
newburyport,22191|2402|39197,42.8125913,-70.87727509999999,"16 Strong St, Newburyport, MA 01950, USA",massachusetts,1.56
newton,36620|19927|360,42.3370413,-71.20922139999999,"1000 Commonwealth Avenue, Newton, MA 02459, USA",massachusetts,1.83
northborough,39722|24534|16869,42.3195556,-71.6411997,"20 Main St, Northborough, MA 01532, USA",massachusetts,1.39
orleans,23271|3840|44596,41.7898354,-69.9897323,"179 Route MA-6, Orleans, MA 02653, United States",massachusetts,
reading,38298|24258|4912,42.5256563,-71.0952891,"29 Eaton St, Reading, MA 01867, USA",massachusetts,1.454
rockport,27073|8731|43447,42.6556505,-70.620363,"39 Broadway, Rockport, MA 01966, USA",massachusetts,1.618
rowley,28379|17395|43852,42.7167483,-70.8787277,"13 Central St, Rowley, MA 01969, USA",massachusetts,1.254
scituate,39650|22438|16626,42.195929,-70.7258633,"10 Allen Pl, Scituate, MA 02066, USA",massachusetts,1.436
sharon,39154|24381|16856,42.1236499,-71.1786237,"5 Post Office Square, Sharon, MA 02067, USA",massachusetts,1.456
springfield,19656|175|36348,42.1014831,-72.589811,"36 Court St, Springfield, MA 01103, USA",massachusetts,1.204
stoneham,38651|24307|4983,42.4802469,-71.0999719,"362 Main St, Stoneham, MA 02180, USA",massachusetts,1.524
sturbridge,43235|34711|17302,42.1084122,-72.0787059,"6 Chamerlain St, Sturbridge, MA 01566, USA",massachusetts,1.062
swampscott,24673|5212|40183,42.47094370000001,-70.91755619999999,"34 Hardy Rd, Swampscott, MA 01907, USA",massachusetts,1.458
topsfield,28059|17339|42984,42.6375941,-70.9495053,"Evans Andrew, Topsfield, MA 01983, United States",massachusetts,1.254
upton,42210|25422|6514,42.1744878,-71.6022583,"Upton Center, Upton, MA 01568, United States",massachusetts,1.118
wakefield,38221|24247|4923,42.5039395,-71.0723391,"8 Avon St, Wakefield, MA 01880, USA",massachusetts,1.446
walpole,38346|21543|2677,42.1417442,-71.2495096,"134 Common St, Walpole, MA 02081, USA",massachusetts,1.49
watertown town,37710|24206|4888,42.3709299,-71.1828321,"36 Oliver St, Watertown, MA 02472, USA",massachusetts,1.946
wellesley,38024|21280|1705,42.296797,-71.29238769999999,"555 MA-16, Wellesley, MA 02482, USA",massachusetts,2.0
westborough,39081|24371|5009,42.2695216,-71.61612939999999,"9 Grove St, Westborough, MA 01581, USA",massachusetts,1.3
wilbraham,16636|22506|16773|39796,42.1237206,-72.431586,"422 Main St, Wilbraham, MA 01095, USA",massachusetts,2.666
williamstown,25439|16956|42275,42.7120196,-73.20368979999999,"64 Spring St. One Ephs Alley, Williamstown, MA 01267, United States",massachusetts,1.012
wilmington,38532|24289|4943,42.5481714,-71.1724467,"30 Church St, Wilmington, MA 01887, USA",massachusetts,1.628
winchester,38556|24291|4946,42.452303,-71.1369959,"552 Main St, Winchester, MA 01890, USA",massachusetts,1.532
yarmouth port,21667|3920|38484,41.7088078,-70.21335909999999,"1084 Main St, Yarmouth Port, MA 02675, USA",massachusetts,1.354
allegan,22148|2845|39131,42.5291989,-85.8553031,"900-928 M-89, Allegan, MI 49010, USA",michigan,
allen park,38135|21373|1618,42.2575385,-83.2110375,"6752 Allen Rd, Allen Park, MI 48101, USA",michigan,1.04
almont village,27061|7727|43225,42.92058420000001,-83.0449347,"101 S Main St, Almont, MI 48003, USA",michigan,0.788
alpena,21967|2210|64785,45.0616794,-83.4327528,"124 E Chisholm St, Alpena, MI 49707, USA",michigan,
ann arbor,36362|19669|290,42.2808256,-83.7430378,"425 E Washington St, Ann Arbor, MI 48104, USA",michigan,1.48
armada village,43860|28382|8831,42.8441964,-82.8843722,"23009 E Main St, Armada, MI 48005, USA",michigan,0.86
auburn hills,38680|23570|4955,42.6875323,-83.2341028,"2790 Shimmons Rd, Auburn Hills, MI 48326, USA",michigan,1.066
bad axe,27354|7646|42545,43.8019592,-83.00077739999999,"1171 N Van Dyke Rd, Bad Axe, MI 48413, USA",michigan,
bath,25094|16934|41305,42.8187367,-84.4485591,"5827 High St, Bath Twp, MI 48808, USA",michigan,0.956
bay city,21006|1311|37714,43.5944677,-83.8888647,"413 Washington Ave, Bay City, MI 48708, USA",michigan,0.598
beaverton,23059|3518|64904,43.8822464,-84.48473159999999,"110 E Brown St, Beaverton, MI 48612, USA",michigan,
bellevue village,28268|10040|43558,42.4433716,-85.0180464,"103 E Capital Ave, Bellevue, MI 49021, USA",michigan,0.814
benton harbor,64721|15237|41265,42.1167065,-86.45418939999999,"185 W Main St, Benton Harbor, MI 49022, USA",michigan,
berkley,39719|22476|2858,42.5030908,-83.1835389,"3372 Coolidge Hwy, Berkley, MI 48072, USA",michigan,1.494
big rapids,39846|24567|16873,43.6980782,-85.4836557,"103 S State St, Big Rapids, MI 49307, USA",michigan,0.806
birch run village,59276,43.2508585,-83.7941309,"11910 Maple Rd, Birch Run, MI 48415, USA",michigan,
birmingham,38806|21925|2252,42.5467012,-83.21131919999999,"Woodward & Maple, Birmingham, MI 48009, USA",michigan,1.682
blissfield village,25927|9194|44016,41.8325486,-83.8624411,"Serving Your Area, Blissfield, MI 49228, United States",michigan,0.706
bloomfield hills,37281|20594|1033,42.583645,-83.24548829999999,"39577 Woodward Ave, Bloomfield Hills, MI 48304, USA",michigan,1.168
boyne city,23134|3745|42327,45.2166751,-85.01394189999999,"128 Water St, Boyne City, MI 49712, USA",michigan,0.78
brighton,20576|1175|37264,42.5294773,-83.7802214,"108 E Main St, Brighton, MI 48116, USA",michigan,1.072
brown city,9853|43742|32907|16285,43.2122486,-82.9896604,"4254 Main St, Brown City, MI 48416, USA",michigan,0.72
buchanan,33136|10885|46999,41.8272684,-86.3611248,"101 W Front St, Buchanan, MI 49107, USA",michigan,0.614
